1989	7457640
1990	7280445
1991	6992122
1992	7406062
1993	7987663
1994	9260461
1995	11423127
1996	11741723
1997	12887523
1998	12246139
1999	10791220
2000	11478543
2001	11669336
2002	11392069
2003	13148282
2004	17517365
2005	20644444
2006	24661115
2007	31170321
2008	42335622
2009	31979892
2010	43970862
2011	56125185
2012	57836847
2013	60416363
2014	53280583
2015	42657551
2016	40849545
